Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
potatoes french fr shoestrng salt added in proc frz oven-htd,199.0,2.9,1.267,6.76,31.66,2.8,0.31,12.0,0.8,25,112.0,505.0,400.0,0.43,0.114,0.187,0.6,14.2,0.129,0.034,2.28,0.192,33.0,0.0,0.0,0.16,0.0,6481,0
chestnuts european raw unpeeled,213.0,2.42,0.425,2.26,45.54,8.1,0.0,27.0,1.01,32,93.0,518.0,3.0,0.52,0.447,0.952,0.0,43.0,0.238,0.168,1.179,0.376,62.0,0.0,1.0,0,0.0,7770,0
goat  tube ,125.475,12.92,4.445,8.26,0.0,0.0,0.0,27.52,2.21,7.14,55.9,130.0,7.46,1.12,0.06,0.05,26.09,0.0,0.01,0.11,0.64,0.21,1.87,0.0,0.0,0.13,0.0,9335,0
rutabagas raw,37.0,1.08,27.0,0.16,8.62,2.3,4.46,43.0,0.44,20,53.0,305.0,12.0,0.24,0.032,0.131,0.7,25.0,0.09,0.04,,0.1,21.0,0.0,0.0,0.3,0.0,10001,0
grapes  seedless  round  black ,89.386,1.24,0.129,0.35,19.86,1.15,10.88,18.75,0.39,10.8,26.68,235.0,1.92,0.09,0.05,0.15,0.0,22.79,0.03,0.03,0.13,0.08,8.89,0.0,2.36,0.06,0.0062299999999999,10169,0
cabbage chinese (pak-choi) ckd bld drnd wsalt,12.0,1.56,0.021,0.16,1.78,1.0,0.83,93.0,1.04,11,29.0,371.0,270.0,0.17,0.019,0.144,0.4,26.0,0.032,0.063,0.428,0.166,41.0,0.0,212.0,0.09,0.0,10111,0
cabbage common freshly harvest raw,24.0,1.21,0.023,0.18,5.37,2.3,0.0,47.0,0.56,15,23.0,246.0,18.0,0.18,0.023,0.159,0.9,51.0,0.05,0.03,0.3,0.095,57.0,0.0,6.0,0,0.0,8717,0
worthington foods morningstar farms better'n burgers frz,132.0,16.3,0.5,3.4,9.1,5.2,0.4,37.0,2.9,0,221.0,498.0,395.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0,4942,0
potatoes frz frch fr par fr cttge-cut prep htd oven wsalt,218.0,3.44,3.894,8.2,34.03,3.2,0.0,10.0,1.49,22,65.0,480.0,281.0,0.41,0.2,0.304,0.4,9.5,0.119,0.031,2.413,0.243,17.0,0.0,0.0,0,0.0,4222,0
peas grn cnd seasoned solliquids,50.0,3.09,0.048,0.27,9.25,2.0,0.0,15.0,1.2,15,54.0,122.0,254.0,0.65,0.099,0.268,1.3,11.5,0.096,0.071,0.69,0.098,29.0,0.0,22.0,0,0.0,8620,0
beverages v8 splash juc drinks fruit medley,33.0,0.0,0.0,0.0,7.82,0.0,7.82,0.0,0.0,0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,4616,0
celeriac ckd bld drnd wsalt,27.0,0.96,0.0,0.19,5.9,0.0,0.0,26.0,0.43,12,66.0,173.0,297.0,0.2,0.043,0.096,0.4,3.6,0.027,0.037,0.427,0.101,3.0,0.0,0.0,0,0.0,7429,0
gravy heinz home style classic chick,46.0,0.67,0.656,2.57,5.01,0.0,0.0,10.0,0.07,3,22.0,35.0,372.0,0.08,0.019,0.012,0.4,0.0,0.03,0.057,0.28,0.027,0.0,0.0,0.0,0.11,0.0,9309,0
beans snap yel frz all styles unprep,33.0,1.8,0.047,0.21,7.58,2.8,2.22,42.0,0.86,22,32.0,186.0,3.0,0.26,0.049,0.385,0.4,12.9,0.099,0.092,0.499,0.042,15.0,0.0,7.0,0.05,0.0,2091,0
alcoholic bev wine table red pinot noir,82.0,0.07,0.0,0.0,,,2.31,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2891,0
babyfoo ban wi mix berr st,92.0,1.01,0.081,0.36,21.31,1.0,15.0,0.0,0.0,23,20.0,283.0,0.0,0.23,0.094,0.351,0.8,18.2,0.0279999999999999,0.0579999999999999,0.623,0.257,20.0,0.0,3.0,0.37,0.0,8399,0
cabbage mustard salted,28.0,1.1,0.013,0.1,5.63,3.1,1.4,67.0,0.7,15,27.0,246.0,717.0,0.3,0.034,0.218,0.9,0.0,0.04,0.09,0.72,0.3,72.0,0.0,49.0,0.02,0.0,7379,0
beverages carb lo cal cola or pepper-type w asprt  caffeine,2.0,0.11,0.0,0.03,0.29,0.0,0.0,3.0,0.11,1,9.0,8.0,8.0,0.01,0.002,0.107,0.0,0.0,0.005,0.023,0.0,0.0,0.0,0.0,0.0,0,0.0,8812,0
beans black turtle mature seeds cnd,91.0,6.03,0.075,0.29,16.55,6.9,0.23,35.0,1.9,35,108.0,308.0,384.0,0.54,0.192,0.233,1.3,2.7,0.14,0.12,0.62,0.055,61.0,0.0,0.0,0.62,0.0,10200,0
potatoes flesh  skn raw,77.0,2.05,0.025,0.09,17.49,2.1,0.82,12.0,0.81,23,57.0,425.0,6.0,0.3,0.11,0.153,0.4,19.7,0.081,0.032,1.061,0.298,15.0,0.0,0.0,0.01,0.0,821,0
burger king whopper w chs,250.0,11.19,5.782,15.33,16.7,1.0,4.11,82.0,2.0,18,113.0,169.0,453.0,1.6,0.053,0.18,18.4,0.2,0.213,0.2,2.56,0.073,21.0,0.0,0.0,0.08,0.0,1475,0
onion rings breaded par fr frz prep htd in oven,276.0,4.14,2.137,14.3,33.79,2.2,5.1,31.0,1.25,17,71.0,123.0,370.0,0.42,0.073,0.348,5.6,1.6,0.185,0.116,1.349,0.117,33.0,0.0,0.0,0.46,0.0,6201,0
pork  lungs,85.562,15.13,1.247,2.74,0.0,0.0,0.0,10.3,6.76,9.82,161.0,200.0,61.41,1.18,0.21,0.03,17.75,0.0,0.08,0.14,3.11,0.19,6.36,0.0,0.0,0.11,0.0,7111,0
apricots cnd hvy syrup drnd,83.0,0.64,0.0069999999999999,0.11,21.31,2.7,18.65,10.0,0.3,7,13.0,143.0,4.0,0.11,0.0969999999999999,0.0,0.1,3.1,0.021,0.024,0.376,0.055,2.0,0.0,146.0,0.89,0.0,1089,0
van's gluten free totally original waffles,248.0,2.99,0.781,8.22,40.54,0.0,1.73,48.0,0.56,31,345.0,121.0,508.0,0.54,0.0969999999999999,0.886,0.4,0.0,0.083,0.04,1.803,0.067,8.0,0.0,0.0,0,0.0,10147,0
beverages tea oolong brewed,1.0,0.0,0.0,0.0,0.15,0.0,0.0,1.0,0.0,1,1.0,12.0,3.0,0.01,0.0,0.21,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0,0.0,755,0
prego pasta ital sausge  garlic ital sau rts,72.0,2.4,0.8,2.4,10.4,2.4,8.0,16.0,0.58,0,0.0,312.0,384.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8483,0
pumpkin pie mix canned,104.0,1.09,0.065,0.13,26.39,8.3,0.0,37.0,1.06,16,45.0,138.0,208.0,0.27,0.068,0.401,1.1,3.5,0.016,0.118,0.374,0.159,35.0,0.0,415.0,0,0.0,4093,0
beverages coffee inst decaffeinated prep w h2o,2.0,0.12,0.001,0.0,0.43,0.0,0.0,4.0,0.04,4,3.0,36.0,4.0,0.01,0.01,0.012,0.2,0.0,0.0,0.0139999999999999,0.282,0.0,0.0,0.0,0.0,0,0.0,5551,0
sheep  chops,118.544,18.0,2.773,5.15,0.0,0.0,0.0,7.98,2.24,21.42,191.0,323.0,45.26,3.46,0.08,0.03,20.82,0.0,0.07,0.16,4.94,0.18,1.61,0.0,0.0,0.1,0.0,7101,0
beverages tea grn ready to drk unswtnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,26.0,19.0,7.0,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9826,0
lotus root raw,74.0,2.6,0.03,0.1,17.23,4.9,0.0,45.0,1.16,23,100.0,556.0,40.0,0.39,0.257,0.261,0.7,44.0,0.16,0.22,0.4,0.258,13.0,0.0,0.0,0,0.0,10197,0
pineapple raw all var,50.0,0.54,0.009,0.12,13.12,1.4,9.85,13.0,0.29,12,8.0,109.0,1.0,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.112,18.0,0.0,3.0,0.02,0.0,5785,0
beverages carb ginger ale,34.0,0.0,0.0,0.0,8.76,0.0,8.9,3.0,0.18,1,0.0,1.0,7.0,0.05,0.018,0.013,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4487,0
guavas strawberry raw,69.0,0.58,0.172,0.6,17.36,5.4,0.0,21.0,0.22,17,27.0,292.0,37.0,0.0,0.0,0.0,0.0,37.0,0.03,0.03,0.6,0.0,0.0,0.0,5.0,0,0.0,7263,0
brussels sprouts raw,43.0,3.38,0.062,0.3,8.95,3.8,2.2,42.0,1.4,23,69.0,389.0,25.0,0.42,0.07,0.337,1.6,85.0,0.139,0.09,0.745,0.219,61.0,0.0,38.0,0.88,0.0,1815,0
beans cranberry (roman) mature seeds ckd bld wosalt,136.0,9.34,0.119,0.46,24.46,8.6,0.0,50.0,2.09,50,135.0,387.0,1.0,1.14,0.231,0.37,1.3,0.0,0.21,0.069,0.515,0.081,207.0,0.0,0.0,0,0.0,1549,0
sauce swt  sour prepared-from-recipe,79.0,1.84,0.144,0.58,16.72,0.4,10.81,16.0,0.67,13,30.0,193.0,347.0,0.18,0.1,0.247,1.6,5.0,0.042,0.063,1.178,0.087,10.0,0.0,6.0,0.32,0.0,5771,0
beef aus imp wgu loin tenln stkrst bnless ln  mrb scr 9 raw,237.0,18.87,7.377,17.73,0.57,0.0,0.0,4.0,2.41,0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3218,0
apple  small  kashmir ,64.291,0.27,0.176,0.6,13.99,2.07,9.15,4.72,0.21,5.19,10.72,106.0,1.22,0.08,0.06,0.05,0.11,4.24,0.01,0.01,0.09,0.04,3.97,0.0,0.0,0.05,0.0020399999999999,3456,0
burger king hamburger,261.0,14.85,3.821,10.55,26.76,1.0,5.6,76.0,2.87,25,126.0,217.0,461.0,2.38,0.121,0.327,24.9,0.2,0.334,0.227,3.947,0.101,27.0,0.0,0.0,0.04,0.0,6040,0
plums cnd purple h2o pk solliquids,41.0,0.39,0.001,0.01,11.03,0.9,10.1,7.0,0.16,5,13.0,126.0,1.0,0.08,0.039,0.033,0.0,2.7,0.021,0.0409999999999999,0.37,0.027,3.0,0.0,46.0,0.18,0.0,9348,0
pigeon  meat  with skin,126.192,17.94,1.828,6.03,0.0,0.0,0.0,18.11,3.81,29,255.0,346.0,56.1,2.48,0.1,0.04,19.32,0.0,0.18,0.39,3.45,0.48,8.41,0.0,0.0,1.54,0.0,10133,0
beverages almond milk unswtnd shelf stable,15.0,0.59,0.0,1.1,0.58,0.0,0.0,197.0,0.35,7,10.0,67.0,71.0,0.07,0.0289999999999999,0.042,0.2,0.0,0.06,0.047,0.075,0.015,1.0,0.0,43.0,2.81,1.0,2295,0
beef aus imp grss-fd rbeye stkrst lip-on bnless lnfat raw,217.0,19.8,6.782,15.21,0.11,0.0,0.0,5.0,1.74,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,5964,0
chillies  green-4 ,45.41,2.33,0.148,0.74,6.63,4.15,0.62,15.87,1.08,29.74,42.79,318.0,1.94,0.28,0.16,0.29,0.0,102.0,0.09,0.12,0.9,0.18,15.92,0.0,5.44,0.3,0.0028699999999999,6078,0
hearts of palm canned,28.0,2.52,0.13,0.62,4.62,2.4,0.0,58.0,3.13,38,65.0,177.0,426.0,1.15,0.133,1.394,0.7,7.9,0.011,0.057,0.437,0.022,39.0,0.0,0.0,0,0.0,2010,0
babyfood fruit prunes wtapioca wovit c jr,70.0,0.6,0.008,0.1,18.7,2.7,10.97,15.0,0.33,10,15.0,162.0,2.0,0.1,0.062,0.0,0.5,0.8,0.022,0.083,0.526,0.086,1.0,0.0,10.0,0.11,0.0,6023,0
biscuits mxd grain refr dough,263.0,6.1,1.366,5.6,47.4,0.0,0.0,17.0,2.75,30,236.0,456.0,670.0,0.6,0.115,0.659,0.0,0.0,0.39,0.21,3.4,0.065,12.0,0.0,0.0,0,0.0,5624,0
carrots frz ckd bld drnd wsalt,37.0,0.58,0.132,0.68,7.73,3.3,4.08,35.0,0.53,11,31.0,192.0,295.0,0.35,0.0819999999999999,0.167,0.6,2.3,0.03,0.037,0.416,0.084,11.0,0.0,846.0,1.01,0.0,122,0
corn swt yel cnd drnd sol rinsed w tap h2o,74.0,2.18,0.219,1.43,13.02,1.7,4.11,2.0,0.22,11,41.0,116.0,163.0,0.28,0.031,0.0559999999999999,0.0,1.7,0.015,0.015,0.78,0.0,29.0,0.0,0.0,0,0.0,4210,0
schar gluten-free wheat-free classic white bread,240.0,3.81,0.977,4.47,46.13,5.1,3.34,159.0,3.17,11,55.0,66.0,441.0,0.47,0.087,0.176,0.4,0.0,0.51,0.505,3.42,0.037,15.0,0.0,0.0,0,0.0,8320,0
bear polar meat raw (alaska native),130.0,25.6,0.63,3.1,0.0,0.0,0.0,17.0,6.1,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,0.023,0.573,4.0,0.0,0.0,0.0,0.0,0,0.0,5494,0
spinach frz chopd or leaf ckd bld drnd wosalt,34.0,4.01,0.157,0.87,4.8,3.7,0.51,153.0,1.96,82,50.0,302.0,97.0,0.49,0.161,0.717,5.5,2.2,0.078,0.176,0.439,0.136,121.0,0.0,603.0,3.54,0.0,3862,0
garlic  single clove  kashmir ,124.997,6.12,0.03476,0.16,23.46,4.01,3.73,19.0,1.01,41.13,128.0,584.0,8.87,0.66,0.23,0.13,0.43,15.38,0.25,0.22,0.42,0.97,92.25,0.0,0.0,0.05,0.0028899999999999,1565,0
potato puffs frz oven-heated,192.0,2.13,1.657,9.05,27.29,2.0,0.27,14.0,0.58,17,84.0,287.0,463.0,0.3,0.079,0.127,0.4,4.0,0.069,0.037,1.449,0.121,23.0,0.0,0.0,0.26,0.0,3392,0
fruit salad cnd lt syrup solliquids,58.0,0.34,0.009,0.07,15.14,1.0,0.0,7.0,0.29,5,9.0,82.0,6.0,0.07,0.065,0.148,0.0,2.5,0.0139999999999999,0.02,0.365,0.032,3.0,0.0,21.0,0,0.0,4198,0
pineapple raw traditional var,45.0,0.55,0.0,0.13,11.82,0.0,8.29,13.0,0.25,12,9.0,125.0,1.0,0.08,0.081,1.593,0.0,16.9,0.078,0.0289999999999999,0.47,0.106,11.0,0.0,3.0,0,0.0,9269,0
applebee's french fr,290.0,3.31,2.333,13.17,39.5,3.9,0.0,19.0,1.01,29,137.0,538.0,618.0,0.49,0.109,0.268,0.4,0.7,0.103,0.0579999999999999,2.18,0.205,0.0,0.0,0.0,0.93,0.0,1754,0
cowpeas common mature seeds cnd pln,77.0,4.74,0.144,0.55,13.63,3.3,0.0,20.0,0.97,28,70.0,172.0,293.0,0.7,0.117,0.283,2.3,2.7,0.076,0.074,0.354,0.045,51.0,0.0,0.0,0,0.0,8673,0
peaches dehyd (low-moisture) sulfured stwd,133.0,2.01,0.045,0.42,34.14,0.0,0.0,16.0,2.26,23,66.0,554.0,4.0,0.32,0.202,0.17,0.0,6.8,0.008,0.06,2.03,0.054,3.0,0.0,20.0,0,0.0,526,0
turnip grnsturnips frz ckd bld drnd wsalt,34.0,2.99,0.085,0.38,4.74,3.1,0.95,128.0,1.75,24,32.0,216.0,255.0,0.37,0.133,0.4,1.1,18.2,0.05,0.065,0.486,0.067,33.0,0.0,431.0,2.13,0.0,2040,0
grapes cnd thompson seedless h2o pk solliquids,40.0,0.5,0.035,0.11,10.3,0.6,9.7,10.0,0.98,6,18.0,107.0,6.0,0.05,0.0559999999999999,0.039,0.1,1.0,0.031,0.023,0.13,0.065,3.0,0.0,2.0,0.13,0.0,7135,0
beverages carb lemon-lime soda no caffeine,41.0,0.09,0.0,0.0,10.42,0.0,10.38,2.0,0.02,1,0.0,1.0,10.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0,0.0,7115,0
mungo bns mature seeds ckd bld wsalt,105.0,7.54,0.038,0.55,18.34,6.4,2.01,53.0,1.75,63,156.0,231.0,243.0,0.83,0.139,0.412,2.5,1.0,0.15,0.075,1.5,0.0579999999999999,94.0,0.0,2.0,0.15,0.0,902,0
banana  ripe  red ,111.613,1.29,0.106,0.29,25.21,1.98,14.57,9.56,0.24,31.44,23.27,313.0,1.11,0.09,0.06,0.19,0.0,6.74,0.01,0.02,0.46,0.45,18.92,0.0,0.0,0.09,0.00021,9175,0
campbell's red  white crm of celery soup cond,73.0,0.81,0.806,4.84,7.26,2.4,0.81,16.0,0.0,0,0.0,460.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7113,0
papayas raw,43.0,0.47,0.081,0.26,10.82,1.7,7.82,20.0,0.25,21,10.0,182.0,8.0,0.08,0.045,0.04,0.6,60.9,0.023,0.027,0.357,0.038,37.0,0.0,47.0,0.3,0.0,8703,0
bagels pln unenr wca prop (incl onion poppy sesame),275.0,10.5,0.22,1.6,53.4,2.3,0.0,74.0,1.36,29,96.0,101.0,534.0,0.88,0.163,0.54,0.0,0.0,0.163,0.052,1.758,0.051,22.0,0.0,0.0,0,0.0,5490,0
duck yng duckling dom wh pekin brst meatskn bnless ckd rstd,202.0,24.5,2.922,10.85,0.0,0.0,0.0,8.0,3.26,0,0.0,0.0,84.0,0.0,0.0,0.0,26.4,2.8,0.0,0.0,7.855,0.0,0.0,0.0,0.0,0,0.0,6660,0
hormel always tender pork tenderloin teriyaki-flavored,119.0,18.2,1.05,3.07,4.63,0.0,3.33,7.0,1.0,22,0.0,536.0,413.0,1.5,0.1,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2980,0
brinjal-11,25.095,1.43,0.0681399999999999,0.31,3.53,4.12,1.05,15.92,0.37,20.73,33.28,260.0,3.47,0.22,0.12,0.14,0.0,2.24,0.06,0.11,0.53,0.08,34.24,0.0,22.2,0.07,0.00101,5349,0
pickle relish sweet,130.0,0.37,0.054,0.47,35.06,1.1,29.13,3.0,0.87,5,14.0,25.0,811.0,0.14,0.085,0.015,0.0,1.0,0.0,0.033,0.233,0.015,1.0,0.0,61.0,0.58,0.0,5182,0
pace diced grn chilies,27.0,0.0,0.0,0.0,6.67,3.3,3.33,0.0,0.0,0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1127,0
onions frz chopd ckd bld drnd wosalt,28.0,0.77,0.016,0.1,6.59,1.8,2.9,16.0,0.3,6,19.0,108.0,12.0,0.07,0.019,0.071,0.4,2.6,0.023,0.025,0.139,0.069,13.0,0.0,0.0,0.01,0.0,7812,0
kashi tuscan veggie bake frz entree,90.0,2.0,0.5,3.2,15.0,2.9,3.0,28.0,1.0,0,35.0,233.0,245.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0,0.0,8871,0
karonda fruit,33.699,1.15,0.06681,1.67,2.87,7.25,1.75,10.81,0.87,24.45,32.62,351.0,2.55,0.25,0.71,0.24,1.57,135.0,0.01,0.02,0.25,0.08,8.72,0.0,0.0,0.04,0.00143,9573,0
sweet potato cnd mshd,101.0,1.98,0.0409999999999999,0.2,23.19,1.7,5.45,30.0,1.33,24,52.0,210.0,75.0,0.21,0.278,0.988,0.8,5.2,0.027,0.09,0.955,0.235,11.0,0.0,435.0,1.09,0.0,5820,0
mothbeans mature seeds ckd bld wosalt,117.0,7.81,0.124,0.55,20.96,0.0,0.0,3.0,3.14,104,150.0,304.0,10.0,0.59,0.164,0.527,2.8,1.0,0.124,0.023,0.668,0.093,143.0,0.0,1.0,0,0.0,650,0
fig,81.499,2.03,0.0894399999999999,0.37,16.28,4.64,8.64,78.52,0.69,26.18,21.62,231.0,2.37,0.22,0.19,0.07,0.0,16.92,0.04,0.02,0.27,0.15,13.67,0.0,0.59,0.54,0.00147,1407,0
beans pinto cnd drnd sol,114.0,6.99,0.158,0.9,20.22,5.5,0.54,63.0,1.33,32,101.0,274.0,239.0,0.61,0.259,0.383,0.0,0.1,0.052,0.019,0.272,0.0,24.0,0.0,0.0,0,0.0,3636,0
silk banana-strawberry soy yogurt,88.0,2.35,0.0,1.18,17.06,0.6,10.59,176.0,0.64,0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5274,0
tomatoes orange raw,16.0,1.16,0.025,0.19,3.18,0.9,0.0,5.0,0.47,8,29.0,212.0,42.0,0.14,0.062,0.088,0.4,16.0,0.046,0.034,0.593,0.06,29.0,0.0,75.0,0,0.0,186,0
drumstick leaves ckd bld drnd wo salt,60.0,5.27,0.152,0.93,11.15,2.0,1.0,151.0,2.32,34,67.0,344.0,9.0,0.49,0.086,0.868,0.9,31.0,0.222,0.509,1.995,0.929,23.0,0.0,351.0,0.1,0.0,9881,0
peas grn (includes baby  lesuer types) cnd drnd sol unprep,68.0,4.47,0.143,0.8,11.36,4.9,2.99,23.0,1.18,18,67.0,106.0,273.0,0.66,0.106,0.213,1.7,4.2,0.107,0.053,0.979,0.0559999999999999,31.0,0.0,43.0,0.38,0.0,5733,0
prickly pears brld (northern plains indians),91.0,0.39,0.0,0.31,21.57,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.018,0.044,1.0,0.146,0.0,0.0,0.0,0,0.0,7191,0
rice brown parbld ckd uncle bens,147.0,3.09,0.213,0.85,31.33,1.7,0.15,3.0,0.53,39,96.0,61.0,4.0,0.77,0.129,1.14,9.4,0.0,0.0969999999999999,0.07,1.903,0.11,4.0,0.0,0.0,0,0.0,7079,0
kale frz ckd bld drnd wosalt,30.0,2.84,0.063,0.49,5.23,2.0,1.34,138.0,0.94,18,28.0,321.0,15.0,0.18,0.047,0.45,0.9,25.2,0.043,0.114,0.672,0.086,14.0,0.0,735.0,0.92,0.0,2035,0
gravy campbell's chick,51.0,0.79,0.603,2.73,5.87,0.0,0.94,12.0,0.12,3,15.0,55.0,424.0,0.09,0.018,0.023,0.4,0.0,0.01,0.047,0.297,0.02,0.0,0.0,0.0,0.08,0.0,7809,0
grapefruit juc white frz conc unswtnd dil w 3 volume h2o,41.0,0.55,0.019,0.13,9.73,0.1,9.63,8.0,0.14,11,14.0,136.0,1.0,0.05,0.033,0.02,0.1,33.7,0.0409999999999999,0.022,0.217,0.044,4.0,0.0,0.0,0.04,0.0,6144,0
beverages v8 splash juc drinks strawberry banana,29.0,0.0,0.0,0.0,7.41,0.0,7.41,0.0,0.0,0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1596,0
collards raw,32.0,3.02,0.055,0.61,5.42,4.0,0.46,232.0,0.47,27,25.0,213.0,17.0,0.21,0.046,0.658,1.3,35.3,0.054,0.13,0.742,0.165,129.0,0.0,251.0,2.26,0.0,849,0
beans snap cnd all styles seasoned solliquids,16.0,0.83,0.045,0.2,3.49,1.5,0.0,22.0,0.47,13,16.0,93.0,373.0,0.14,0.06,0.312,0.2,3.1,0.025,0.049,0.233,0.044,18.0,0.0,26.0,0,0.0,1400,0
alcoholic bev wine table white late harvest gewurztraminer,108.0,0.07,0.0,0.0,11.39,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6474,0
gravy campbell's au jus,8.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5321,0
babyfood fruit appl  raspberry jr,58.0,0.2,0.032,0.2,15.4,2.1,12.96,5.0,0.22,4,8.0,72.0,0.0,0.03,0.053,0.0,0.3,28.9,0.012,0.0289999999999999,0.104,0.034,1.0,0.0,2.0,0.07,0.0,7360,0
turnip grns frz ckd bld drnd wsalt,29.0,3.35,0.099,0.42,4.98,3.4,0.75,152.0,1.94,26,34.0,224.0,251.0,0.41,0.15,0.475,1.2,21.8,0.054,0.074,0.468,0.067,39.0,0.0,538.0,2.66,0.0,1903,0
lima bns thin seeded (baby) mature seeds ckd bld wsalt,126.0,8.04,0.088,0.38,23.31,7.7,0.0,29.0,2.4,53,127.0,401.0,239.0,1.03,0.215,0.585,4.9,0.0,0.161,0.055,0.66,0.078,150.0,0.0,0.0,0,0.0,6434,0
drumstick pods raw,37.0,2.1,0.033,0.2,8.53,3.2,0.0,30.0,0.36,45,50.0,461.0,42.0,0.45,0.084,0.259,0.7,141.0,0.053,0.074,0.62,0.12,44.0,0.0,4.0,0,0.0,5968,0
corn swt yel cnd brine pk reg pk solliquids,61.0,1.95,0.077,0.77,13.86,1.7,4.15,4.0,0.36,15,46.0,136.0,195.0,0.39,0.0279999999999999,0.0819999999999999,0.5,2.6,0.015,0.015,0.884,0.037,38.0,0.0,2.0,0.03,0.0,6493,0
beans navy mature seeds sprouted ckd bld drnd wsalt,78.0,7.07,0.098,0.81,15.01,0.0,0.0,16.0,2.11,111,103.0,317.0,250.0,0.97,0.389,0.446,0.6,17.3,0.381,0.235,1.263,0.198,106.0,0.0,0.0,0,0.0,7729,0
english muffins raisin-cinnamon (includes apple-cinnamon),240.0,7.91,0.54,1.8,48.1,2.6,14.76,114.0,4.5,23,91.0,173.0,299.0,0.97,0.16,0.575,21.6,1.3,0.412,0.215,3.67,0.066,20.0,0.0,0.0,0.31,0.0,307,0
babyfood fruit applsaucpnappl jr,39.0,0.1,0.011,0.1,10.5,1.5,0.0,4.0,0.1,4,6.0,76.0,2.0,0.03,0.036,0.0,0.3,26.8,0.022,0.027,0.079,0.039,2.0,0.0,1.0,0.6,0.0,10003,0
beverages  ocean spray  cran raspberry juice drink,49.0,0.28,0.001,0.0,11.96,0.6,11.4,2.0,0.04,1,1.0,18.0,14.0,0.02,0.009,0.022,0.1,27.2,0.0,0.0,0.026,0.0,4.0,0.0,1.0,0,0.0,275,0
pace organic picante sau,25.0,0.0,0.0,0.0,6.25,3.1,6.25,0.0,0.0,0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9185,0
loquats raw,47.0,0.43,0.04,0.2,12.14,1.7,0.0,16.0,0.28,13,27.0,266.0,1.0,0.05,0.04,0.148,0.6,1.0,0.019,0.024,0.18,0.1,14.0,0.0,76.0,0,0.0,9430,0
pepperidge farm farmhouse oatmeal bread,275.0,0.01,1.02,4.07,50.7,3.0,6.91,72.0,2.79,0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,1.0,0.33,0.23,3.72,0.0,0.0,0.0,0.0,0,0.0,4780,0
